,State_Alpha,Metro_Area_Name,County_Name,2021,2020,2019,2018
16315,TN,"Nashville-Davidson--Murfreesboro--Franklin, TN HUD Metro FMR Area",Wilson County,84300,82300,80000,74900
16316,TX,"Anderson County, TX",Anderson County,55500,55900,55700,53700
16317,TX,"Andrews County, TX",Andrews County,89800,84200,85800,86300
16318,TX,"Angelina County, TX",Angelina County,53900,57500,55000,57800
16319,TX,"Aransas County, TX HUD Metro FMR Area",Aransas County,61700,61500,59600,54000
16320,TX,"Wichita Falls, TX MSA",Archer County,69000,64700,59600,62900
16321,TX,"Amarillo, TX HUD Metro FMR Area",Armstrong County,72100,66900,71600,66500
16322,TX,"Atascosa County, TX HUD Metro FMR Area",Atascosa County,63000,62900,62100,60100
16323,TX,"Austin County, TX HUD Metro FMR Area",Austin County,82700,82200,75800,72400
16324,TX,"Bailey County, TX",Bailey County,51600,53700,50600,50100
16325,TX,"San Antonio-New Braunfels, TX HUD Metro FMR Area",Bandera County,74100,72000,71000,66800
16326,TX,"Austin-Round Rock, TX MSA",Bastrop County,98900,97600,95900,86000
16327,TX,"Baylor County, TX",Baylor County,57300,63100,61600,62500
16328,TX,"Bee County, TX",Bee County,49900,51200,50200,49000
16329,TX,"Killeen-Temple, TX HUD Metro FMR Area",Bell County,64700,63900,63900,59700
16330,TX,"San Antonio-New Braunfels, TX HUD Metro FMR Area",Bexar County,74100,72000,71000,66800
16331,TX,"Blanco County, TX",Blanco County,72500,68800,72900,72400
16332,TX,"Borden County, TX",Borden County,94200,92600,90100,84400
16333,TX,"Bosque County, TX",Bosque County,61300,59800,58500,57900
16334,TX,"Texarkana, TX-Texarkana, AR HUD Metro FMR Area",Bowie County,57800,69800,54600,52200
16335,TX,"Brazoria County, TX HUD Metro FMR Area",Brazoria County,93500,104200,94200,91100
16336,TX,"College Station-Bryan, TX MSA",Brazos County,75600,65600,68500,73900
16337,TX,"Brewster County, TX",Brewster County,62000,56900,56300,56300
16338,TX,"Briscoe County, TX",Briscoe County,56700,55400,54200,53900
16339,TX,"Brooks County, TX",Brooks County,31300,29800,31600,28000
16340,TX,"Brown County, TX",Brown County,60500,57900,57000,53300
16341,TX,"College Station-Bryan, TX MSA",Burleson County,75600,65600,68500,73900
16342,TX,"Burnet County, TX",Burnet County,71100,70800,66800,62700
16343,TX,"Austin-Round Rock, TX MSA",Caldwell County,98900,97600,95900,86000
16344,TX,"Calhoun County, TX",Calhoun County,72100,72700,68100,65700
16345,TX,"Abilene, TX MSA",Callahan County,63400,64800,62900,63900
16346,TX,"Brownsville-Harlingen, TX MSA",Cameron County,45900,47800,44000,38900
16347,TX,"Camp County, TX",Camp County,55300,54700,49000,45200
16348,TX,"Amarillo, TX HUD Metro FMR Area",Carson County,72100,66900,71600,66500
16349,TX,"Cass County, TX",Cass County,55900,54500,53200,50500
16350,TX,"Castro County, TX",Castro County,54300,52800,48400,44700
16351,TX,"Houston-The Woodlands-Sugar Land, TX HUD Metro FMR Area",Chambers County,79200,78800,76300,74900
16352,TX,"Cherokee County, TX",Cherokee County,56300,55900,52800,50000
16353,TX,"Childress County, TX",Childress County,58800,64700,60100,59800
16354,TX,"Wichita Falls, TX MSA",Clay County,69000,64700,59600,62900
16355,TX,"Cochran County, TX",Cochran County,64500,55500,56100,45400
16356,TX,"Coke County, TX",Coke County,63300,62400,64000,64600
16357,TX,"Coleman County, TX",Coleman County,56100,49200,50000,44900
16358,TX,"Dallas, TX HUD Metro FMR Area",Collin County,89000,86200,83100,77200
16359,TX,"Collingsworth County, TX",Collingsworth County,53100,56200,50100,48400
16360,TX,"Colorado County, TX",Colorado County,62000,69100,60400,59900
16361,TX,"San Antonio-New Braunfels, TX HUD Metro FMR Area",Comal County,74100,72000,71000,66800
16362,TX,"Comanche County, TX",Comanche County,57200,52200,49200,45400
16363,TX,"Concho County, TX",Concho County,60500,63900,61500,58600
16364,TX,"Cooke County, TX",Cooke County,72900,74200,73400,64900
16365,TX,"Killeen-Temple, TX HUD Metro FMR Area",Coryell County,64700,63900,63900,59700
16366,TX,"Cottle County, TX",Cottle County,47500,49900,48100,45800
16367,TX,"Crane County, TX",Crane County,81000,79900,79900,72900
16368,TX,"Crockett County, TX",Crockett County,68200,71400,66300,65500
16369,TX,"Lubbock, TX HUD Metro FMR Area",Crosby County,72800,69200,62200,63200
16370,TX,"Culberson County, TX",Culberson County,42400,46100,43700,43700
16371,TX,"Dallam County, TX",Dallam County,65000,56500,54400,49200
16372,TX,"Dallas, TX HUD Metro FMR Area",Dallas County,89000,86200,83100,77200
16373,TX,"Dawson County, TX",Dawson County,55700,55500,57300,53600
16374,TX,"Deaf Smith County, TX",Deaf Smith County,63500,63400,56700,53700
16375,TX,"Delta County, TX",Delta County,58300,56100,54500,55000
16376,TX,"Dallas, TX HUD Metro FMR Area",Denton County,89000,86200,83100,77200
16377,TX,"DeWitt County, TX",DeWitt County,71100,69700,68800,68100
16378,TX,"Dickens County, TX",Dickens County,59900,58800,56400,55700
16379,TX,"Dimmit County, TX",Dimmit County,36500,40000,43200,47400
16380,TX,"Donley County, TX",Donley County,56200,59100,56100,53100
16381,TX,"Duval County, TX",Duval County,47700,43100,42700,43700
16382,TX,"Eastland County, TX",Eastland County,47500,46700,46000,46200
16383,TX,"Odessa, TX MSA",Ector County,84300,65500,73900,75300
16384,TX,"Edwards County, TX",Edwards County,65000,67400,63200,60900
16385,TX,"Dallas, TX HUD Metro FMR Area",Ellis County,89000,86200,83100,77200
16386,TX,"El Paso, TX HUD Metro FMR Area",El Paso County,51600,52500,50300,51700
16387,TX,"Erath County, TX",Erath County,67500,65400,58400,56200
16388,TX,"Falls County, TX HUD Metro FMR Area",Falls County,50400,53700,53100,51700
16389,TX,"Fannin County, TX",Fannin County,66900,63200,59600,57500
16390,TX,"Fayette County, TX",Fayette County,72300,72400,68800,65200
16391,TX,"Fisher County, TX",Fisher County,61600,66000,56600,56600
16392,TX,"Floyd County, TX",Floyd County,56000,56100,51400,51200
16393,TX,"Foard County, TX",Foard County,57900,58200,55300,52200
16394,TX,"Houston-The Woodlands-Sugar Land, TX HUD Metro FMR Area",Fort Bend County,79200,78800,76300,74900
16395,TX,"Franklin County, TX",Franklin County,68100,64500,63000,60300
16396,TX,"Freestone County, TX",Freestone County,65700,58700,58700,58400
16397,TX,"Frio County, TX",Frio County,51100,47900,45600,42800
16398,TX,"Gaines County, TX",Gaines County,67900,66900,66200,64900
16399,TX,"Houston-The Woodlands-Sugar Land, TX HUD Metro FMR Area",Galveston County,79200,78800,76300,74900
16400,TX,"Garza County, TX",Garza County,66100,60100,57800,56800
16401,TX,"Gillespie County, TX",Gillespie County,73900,73700,73100,71000
16402,TX,"Glasscock County, TX",Glasscock County,76900,97600,102500,103100
16403,TX,"Victoria, TX MSA",Goliad County,74400,68800,68100,69600
16404,TX,"Gonzales County, TX",Gonzales County,64700,62000,59600,53500
16405,TX,"Gray County, TX",Gray County,65500,63900,60600,58200
16406,TX,"Sherman-Denison, TX MSA",Grayson County,70500,76000,67500,65200
16407,TX,"Longview, TX HUD Metro FMR Area",Gregg County,69700,64800,57400,59400
16408,TX,"Grimes County, TX",Grimes County,63000,60800,62000,61100
16409,TX,"San Antonio-New Braunfels, TX HUD Metro FMR Area",Guadalupe County,74100,72000,71000,66800
16410,TX,"Hale County, TX",Hale County,56800,55500,53100,49800
16411,TX,"Hall County, TX",Hall County,40700,40000,35700,35900
16412,TX,"Hamilton County, TX",Hamilton County,66000,64300,60600,59600
16413,TX,"Hansford County, TX",Hansford County,43400,43600,55600,56900
16414,TX,"Hardeman County, TX",Hardeman County,54900,55800,52400,52700
16415,TX,"Beaumont-Port Arthur, TX HUD Metro FMR Area",Hardin County,65800,67500,65200,64600
16416,TX,"Houston-The Woodlands-Sugar Land, TX HUD Metro FMR Area",Harris County,79200,78800,76300,74900
16417,TX,"Harrison County, TX",Harrison County,69100,70200,55300,56400
16418,TX,"Hartley County, TX",Hartley County,69200,72700,74900,73000
16419,TX,"Haskell County, TX",Haskell County,58500,55200,53500,53600
16420,TX,"Austin-Round Rock, TX MSA",Hays County,98900,97600,95900,86000
16421,TX,"Hemphill County, TX",Hemphill County,70300,77000,73600,70000
16422,TX,"Henderson County, TX",Henderson County,54800,59200,55500,59600
16423,TX,"McAllen-Edinburg-Mission, TX MSA",Hidalgo County,45200,45100,41900,40300
16424,TX,"Hill County, TX",Hill County,62400,61100,56400,54500
16425,TX,"Hockley County, TX",Hockley County,59200,62600,64500,62900
16426,TX,"Hood County, TX HUD Metro FMR Area",Hood County,76200,76700,72800,70200
16427,TX,"Hopkins County, TX",Hopkins County,64700,60800,58400,56100
16428,TX,"Houston County, TX",Houston County,48800,46800,48700,47200
16429,TX,"Howard County, TX",Howard County,63400,64200,67300,63000
16430,TX,"Hudspeth County, TX HUD Metro FMR Area",Hudspeth County,31500,52500,31300,29700
16431,TX,"Dallas, TX HUD Metro FMR Area",Hunt County,89000,86200,83100,77200
16432,TX,"Hutchinson County, TX",Hutchinson County,65800,65700,63300,62100
16433,TX,"San Angelo, TX MSA",Irion County,68500,72400,64900,64800
16434,TX,"Jack County, TX",Jack County,68400,72300,64500,62000
16435,TX,"Jackson County, TX",Jackson County,73700,75300,73300,71400
16436,TX,"Jasper County, TX",Jasper County,65100,61700,64300,58200
16437,TX,"Jeff Davis County, TX",Jeff Davis County,67400,69700,68500,64700
16438,TX,"Beaumont-Port Arthur, TX HUD Metro FMR Area",Jefferson County,65800,67500,65200,64600
16439,TX,"Jim Hogg County, TX",Jim Hogg County,45400,44800,45000,45400
16440,TX,"Jim Wells County, TX",Jim Wells County,55600,55400,56800,56000
16441,TX,"Fort Worth-Arlington, TX HUD Metro FMR Area",Johnson County,80800,81500,76000,75200
16442,TX,"Abilene, TX MSA",Jones County,63400,64800,62900,63900
16443,TX,"Karnes County, TX",Karnes County,67200,68200,62000,60900
16444,TX,"Dallas, TX HUD Metro FMR Area",Kaufman County,89000,86200,83100,77200
16445,TX,"Kendall County, TX HUD Metro FMR Area",Kendall County,103800,100800,93700,93400
16446,TX,"Kenedy County, TX",Kenedy County,60900,58900,56300,54800
16447,TX,"Kent County, TX",Kent County,77300,74300,67700,63100
16448,TX,"Kerr County, TX",Kerr County,66300,63300,57700,58400
16449,TX,"Kimble County, TX",Kimble County,55200,51500,54800,54800
16450,TX,"King County, TX",King County,78300,86900,84500,81400
16451,TX,"Kinney County, TX",Kinney County,53600,55300,46400,48600
16452,TX,"Kleberg County, TX",Kleberg County,54900,57600,55100,49200
16453,TX,"Knox County, TX",Knox County,62600,61500,57000,53500
16454,TX,"Lamar County, TX",Lamar County,58700,56600,54100,53400
16455,TX,"Lamb County, TX",Lamb County,54600,55800,53800,50100
16456,TX,"Lampasas County, TX HUD Metro FMR Area",Lampasas County,74500,70800,64700,61600
16457,TX,"La Salle County, TX",La Salle County,53200,50900,47900,44000
16458,TX,"Lavaca County, TX",Lavaca County,67400,66100,60000,60000
16459,TX,"Lee County, TX",Lee County,63700,70200,70600,66900
16460,TX,"Leon County, TX",Leon County,63900,60200,62900,63400
16461,TX,"Houston-The Woodlands-Sugar Land, TX HUD Metro FMR Area",Liberty County,79200,78800,76300,74900
16462,TX,"Limestone County, TX",Limestone County,55000,54100,51000,49100
16463,TX,"Lipscomb County, TX",Lipscomb County,76100,77000,74200,79700
16464,TX,"Live Oak County, TX",Live Oak County,65700,64500,59100,57200
16465,TX,"Llano County, TX",Llano County,67000,66600,62600,64400
16466,TX,"Loving County, TX",Loving County,97500,91200,81700,78500
16467,TX,"Lubbock, TX HUD Metro FMR Area",Lubbock County,72800,69200,62200,63200
16468,TX,"Lynn County, TX HUD Metro FMR Area",Lynn County,55600,57100,53000,49200
16469,TX,"McCulloch County, TX",McCulloch County,57600,56900,49200,49500
16470,TX,"Waco, TX HUD Metro FMR Area",McLennan County,61900,65700,64500,60000
16471,TX,"McMullen County, TX",McMullen County,74100,71900,63600,60500
16472,TX,"Madison County, TX",Madison County,64200,59900,57700,48600
16473,TX,"Marion County, TX",Marion County,51900,53500,52500,50000
16474,TX,"Martin County, TX HUD Metro FMR Area",Martin County,87600,88000,83300,81600
16475,TX,"Mason County, TX",Mason County,60500,63100,53200,54100
16476,TX,"Matagorda County, TX",Matagorda County,57900,58600,52800,53000
16477,TX,"Maverick County, TX",Maverick County,44400,45100,44600,39400
16478,TX,"Medina County, TX HUD Metro FMR Area",Medina County,76700,74200,72200,70200
16479,TX,"Menard County, TX",Menard County,56500,53700,50600,46400
16480,TX,"Midland, TX HUD Metro FMR Area",Midland County,99100,90700,79400,100800
16481,TX,"Milam County, TX",Milam County,61400,58100,60200,56300
16482,TX,"Mills County, TX",Mills County,59200,62500,59700,56100
16483,TX,"Mitchell County, TX",Mitchell County,78800,70800,66400,64000
16484,TX,"Montague County, TX",Montague County,58400,55400,55000,56200
16485,TX,"Houston-The Woodlands-Sugar Land, TX HUD Metro FMR Area",Montgomery County,79200,78800,76300,74900
16486,TX,"Moore County, TX",Moore County,58400,61900,57200,54600
16487,TX,"Morris County, TX",Morris County,55900,55000,51800,51000
16488,TX,"Motley County, TX",Motley County,60900,55100,50100,44700
16489,TX,"Nacogdoches County, TX",Nacogdoches County,68400,65100,54600,55700
16490,TX,"Navarro County, TX",Navarro County,60500,55600,53500,52900
16491,TX,"Newton County, TX HUD Metro FMR Area",Newton County,53600,54600,52900,50400
16492,TX,"Nolan County, TX",Nolan County,63300,60400,54700,50000
16493,TX,"Corpus Christi, TX HUD Metro FMR Area",Nueces County,69300,66600,66300,64400
16494,TX,"Ochiltree County, TX",Ochiltree County,65100,62200,61900,63600
16495,TX,"Oldham County, TX HUD Metro FMR Area",Oldham County,77500,80000,70100,69900
16496,TX,"Beaumont-Port Arthur, TX HUD Metro FMR Area",Orange County,65800,67500,65200,64600
16497,TX,"Palo Pinto County, TX",Palo Pinto County,58800,57400,54300,51100
16498,TX,"Panola County, TX",Panola County,59200,61100,64300,63600
16499,TX,"Fort Worth-Arlington, TX HUD Metro FMR Area",Parker County,80800,81500,76000,75200
16500,TX,"Parmer County, TX",Parmer County,63200,57400,57400,53400
16501,TX,"Pecos County, TX",Pecos County,64000,74200,73200,68900
16502,TX,"Polk County, TX",Polk County,58900,57600,53100,53100
16503,TX,"Amarillo, TX HUD Metro FMR Area",Potter County,72100,66900,71600,66500
16504,TX,"Presidio County, TX",Presidio County,38900,36900,42600,41000
16505,TX,"Rains County, TX",Rains County,67400,63900,63400,60900
16506,TX,"Amarillo, TX HUD Metro FMR Area",Randall County,72100,66900,71600,66500
16507,TX,"Reagan County, TX",Reagan County,77800,79700,76800,73200
16508,TX,"Real County, TX",Real County,53600,53900,53300,46300
16509,TX,"Red River County, TX",Red River County,53800,47400,45300,43900
16510,TX,"Reeves County, TX",Reeves County,72000,63300,60800,58100
16511,TX,"Refugio County, TX",Refugio County,61300,63400,60600,54300
16512,TX,"Roberts County, TX",Roberts County,87500,95700,91100,88000
16513,TX,"College Station-Bryan, TX MSA",Robertson County,75600,65600,68500,73900
16514,TX,"Dallas, TX HUD Metro FMR Area",Rockwall County,89000,86200,83100,77200
16515,TX,"Runnels County, TX",Runnels County,51200,53800,51700,52300
16516,TX,"Rusk County, TX HUD Metro FMR Area",Rusk County,63600,59800,59200,57100
16517,TX,"Sabine County, TX",Sabine County,48400,44100,43400,40200
16518,TX,"San Augustine County, TX",San Augustine County,51800,51700,43400,43200
16519,TX,"San Jacinto County, TX",San Jacinto County,59100,59600,59800,55900
16520,TX,"Corpus Christi, TX HUD Metro FMR Area",San Patricio County,69300,66600,66300,64400
16521,TX,"San Saba County, TX",San Saba County,57900,55200,52100,48000
16522,TX,"Schleicher County, TX",Schleicher County,74400,76600,74200,70800
16523,TX,"Scurry County, TX",Scurry County,74700,72900,71000,71300
16524,TX,"Shackelford County, TX",Shackelford County,56700,60500,61600,61400
16525,TX,"Shelby County, TX",Shelby County,50200,50000,48000,48700
16526,TX,"Sherman County, TX",Sherman County,67800,66300,66200,63200
16527,TX,"Tyler, TX MSA",Smith County,72900,65600,70900,64000
16528,TX,"Somervell County, TX HUD Metro FMR Area",Somervell County,61100,62700,61400,59700
16529,TX,"Starr County, TX",Starr County,33500,32500,31200,31000
16530,TX,"Stephens County, TX",Stephens County,51600,58200,55700,57400
16531,TX,"Sterling County, TX",Sterling County,72300,72000,67000,64400
16532,TX,"Stonewall County, TX",Stonewall County,82100,75300,69200,60400
16533,TX,"Sutton County, TX",Sutton County,66700,65700,62000,58700
16534,TX,"Swisher County, TX",Swisher County,48500,49600,50900,51000
16535,TX,"Fort Worth-Arlington, TX HUD Metro FMR Area",Tarrant County,80800,81500,76000,75200
16536,TX,"Abilene, TX MSA",Taylor County,63400,64800,62900,63900
16537,TX,"Terrell County, TX",Terrell County,60900,58900,58700,56500
16538,TX,"Terry County, TX",Terry County,55800,50200,47300,46100
16539,TX,"Throckmorton County, TX",Throckmorton County,67100,61800,63400,56300
16540,TX,"Titus County, TX",Titus County,53500,54100,52300,51800
16541,TX,"San Angelo, TX MSA",Tom Green County,68500,72400,64900,64800
16542,TX,"Austin-Round Rock, TX MSA",Travis County,98900,97600,95900,86000
16543,TX,"Trinity County, TX",Trinity County,50500,45500,44400,46700
16544,TX,"Tyler County, TX",Tyler County,61400,63800,63300,56100
16545,TX,"Longview, TX HUD Metro FMR Area",Upshur County,69700,64800,57400,59400
16546,TX,"Upton County, TX",Upton County,67200,71700,70600,60800
16547,TX,"Uvalde County, TX",Uvalde County,52000,56100,50000,49400
16548,TX,"Val Verde County, TX",Val Verde County,54000,54600,53900,51600
16549,TX,"Van Zandt County, TX",Van Zandt County,64100,62700,60500,57700
16550,TX,"Victoria, TX MSA",Victoria County,74400,68800,68100,69600
16551,TX,"Walker County, TX",Walker County,67600,55500,68100,63700
16552,TX,"Houston-The Woodlands-Sugar Land, TX HUD Metro FMR Area",Waller County,79200,78800,76300,74900
16553,TX,"Ward County, TX",Ward County,79600,80700,78100,62900
16554,TX,"Washington County, TX",Washington County,72100,71000,67400,64400
16555,TX,"Laredo, TX MSA",Webb County,54100,50600,40600,44200
16556,TX,"Wharton County, TX",Wharton County,64700,61000,58500,56000
16557,TX,"Wheeler County, TX",Wheeler County,59700,60900,58600,59900
16558,TX,"Wichita Falls, TX MSA",Wichita County,69000,64700,59600,62900
16559,TX,"Wilbarger County, TX",Wilbarger County,60300,56400,58400,56800
16560,TX,"Willacy County, TX",Willacy County,35300,33300,32500,32300
16561,TX,"Austin-Round Rock, TX MSA",Williamson County,98900,97600,95900,86000
16562,TX,"San Antonio-New Braunfels, TX HUD Metro FMR Area",Wilson County,74100,72000,71000,66800
16563,TX,"Winkler County, TX",Winkler County,71900,65900,64200,64400
16564,TX,"Wise County, TX HUD Metro FMR Area",Wise County,79700,70800,67300,68700
16565,TX,"Wood County, TX",Wood County,61500,59100,59100,55500
16566,TX,"Yoakum County, TX",Yoakum County,79800,73700,70100,69600
16567,TX,"Young County, TX",Young County,62100,61600,62300,59600
16568,TX,"Zapata County, TX",Zapata County,36300,42200,42300,38100
16569,TX,"Zavala County, TX",Zavala County,35800,34000,36300,36300
16570,UT,"Beaver County, UT",Beaver County,69700,67000,61300,63900
16571,UT,"Box Elder County, UT HUD Metro FMR Area",Box Elder County,69500,69200,66300,65400
16572,UT,"Logan, UT-ID MSA",Cache County,69800,71000,66600,64600
16573,UT,"Carbon County, UT",Carbon County,65800,63700,64200,64900
16574,UT,"Daggett County, UT",Daggett County,99900,88600,80100,72500
16575,UT,"Ogden-Clearfield, UT HUD Metro FMR Area",Davis County,90900,86300,85000,78100
16576,UT,"Duchesne County, UT",Duchesne County,73500,73700,72000,71200
16577,UT,"Emery County, UT",Emery County,69400,69100,66600,62300
16578,UT,"Garfield County, UT",Garfield County,67000,67300,59000,50400
16579,UT,"Grand County, UT",Grand County,61700,62600,56100,52000
16580,UT,"Iron County, UT",Iron County,61900,59700,57600,56100
16581,UT,"Provo-Orem, UT MSA",Juab County,83700,80400,79600,74700
16582,UT,"Kane County, UT",Kane County,72600,73700,66600,67000
16583,UT,"Millard County, UT",Millard County,70500,68700,64500,64900
16584,UT,"Ogden-Clearfield, UT HUD Metro FMR Area",Morgan County,90900,86300,85000,78100
16585,UT,"Piute County, UT",Piute County,46200,54600,45400,47400
16586,UT,"Rich County, UT",Rich County,66400,67300,62700,59900
16587,UT,"Salt Lake City, UT HUD Metro FMR Area",Salt Lake County,92900,87900,82700,80000
16588,UT,"San Juan County, UT",San Juan County,58800,53900,53900,53000
16589,UT,"Sanpete County, UT",Sanpete County,63200,62200,60100,61100
16590,UT,"Sevier County, UT",Sevier County,62700,62900,59700,57900
16591,UT,"Summit County, UT",Summit County,120800,113900,109800,107100
16592,UT,"Tooele County, UT HUD Metro FMR Area",Tooele County,83000,80800,74200,73000
16593,UT,"Uintah County, UT",Uintah County,76600,78500,76700,77600
16594,UT,"Provo-Orem, UT MSA",Utah County,83700,80400,79600,74700
16595,UT,"Wasatch County, UT",Wasatch County,95400,88400,83800,80100
16596,UT,"St. George, UT MSA",Washington County,69600,70700,67500,64600
16597,UT,"Wayne County, UT",Wayne County,61600,62700,57100,48600
16598,UT,"Ogden-Clearfield, UT HUD Metro FMR Area",Weber County,90900,86300,85000,78100
16599,VT,"Addison County, VT",Addison County,83700,80700,77900,75800
16622,VT,"Bennington County, VT",Bennington County,71700,69900,67000,64200
16639,VT,"Caledonia County, VT",Caledonia County,67100,66600,63900,60400
16656,VT,"Burlington-South Burlington, VT MSA",Chittenden County,95900,89700,91600,93000
16674,VT,"Essex County, VT",Essex County,51700,51500,51400,48400
16693,VT,"Burlington-South Burlington, VT MSA",Franklin County,95900,89700,91600,93000
16708,VT,"Burlington-South Burlington, VT MSA",Grand Isle County,95900,89700,91600,93000
16713,VT,"Lamoille County, VT",Lamoille County,75100,71800,71800,68300
16723,VT,"Orange County, VT",Orange County,75800,74400,71300,68800
16740,VT,"Orleans County, VT",Orleans County,61700,59800,58600,57600
16759,VT,"Rutland County, VT",Rutland County,74600,71500,68600,66400
16787,VT,"Washington County, VT",Washington County,82200,80300,78700,77700
16807,VT,"Windham County, VT",Windham County,73400,70900,68200,67900
16830,VT,"Windsor County, VT",Windsor County,78700,79300,76100,74500
16854,VA,"Accomack County, VA",Accomack County,57500,56400,51900,52500
16855,VA,"Charlottesville, VA HUD Metro FMR Area",Albemarle County,93700,93900,89400,89600
16856,VA,"Alleghany County-Clifton Forge city-Covington city, VA HUD Nonmet",Alleghany County,60700,60700,59600,57200
16857,VA,"Richmond, VA MSA",Amelia County,90000,89400,86400,83200
16858,VA,"Lynchburg, VA MSA",Amherst County,73700,72400,68900,63600
16859,VA,"Lynchburg, VA MSA",Appomattox County,73700,72400,68900,63600
16860,VA,"Washington-Arlington-Alexandria, DC-VA-MD HUD Metro FMR Area",Arlington County,129000,126000,121300,117200
16861,VA,"Staunton-Waynesboro, VA MSA",Augusta County,71200,71400,69200,64300
16862,VA,"Bath County, VA",Bath County,61900,65600,62700,60300
16863,VA,"Lynchburg, VA MSA",Bedford County,73700,72400,68900,63600
16864,VA,"Bland County, VA",Bland County,69500,62200,64300,62500
16865,VA,"Roanoke, VA HUD Metro FMR Area",Botetourt County,78400,76700,73100,67200
16866,VA,"Brunswick County, VA",Brunswick County,54000,55800,56000,53100
16867,VA,"Buchanan County, VA",Buchanan County,41100,41700,42700,40600
16868,VA,"Buckingham County, VA HUD Metro FMR Area",Buckingham County,57500,61700,55500,55200
16869,VA,"Lynchburg, VA MSA",Campbell County,73700,72400,68900,63600
16870,VA,"Richmond, VA MSA",Caroline County,90000,89400,86400,83200
16871,VA,"Carroll County-Galax city, VA HUD Nonmetro FMR Area",Carroll County,54600,54600,50500,47300
16872,VA,"Richmond, VA MSA",Charles City County,90000,89400,86400,83200
16873,VA,"Charlotte County, VA",Charlotte County,53400,51100,45500,45700
16874,VA,"Richmond, VA MSA",Chesterfield County,90000,89400,86400,83200
16875,VA,"Washington-Arlington-Alexandria, DC-VA-MD HUD Metro FMR Area",Clarke County,129000,126000,121300,117200
16876,VA,"Roanoke, VA HUD Metro FMR Area",Craig County,78400,76700,73100,67200
16877,VA,"Culpeper County, VA HUD Metro FMR Area",Culpeper County,90100,85200,81000,82200
16878,VA,"Cumberland County, VA",Cumberland County,66700,63200,58700,56000
16879,VA,"Dickenson County, VA",Dickenson County,43200,42600,44800,46600
16880,VA,"Richmond, VA MSA",Dinwiddie County,90000,89400,86400,83200
16881,VA,"Essex County, VA",Essex County,60500,63600,58900,56300
16882,VA,"Washington-Arlington-Alexandria, DC-VA-MD HUD Metro FMR Area",Fairfax County,129000,126000,121300,117200
16883,VA,"Washington-Arlington-Alexandria, DC-VA-MD HUD Metro FMR Area",Fauquier County,129000,126000,121300,117200
16884,VA,"Floyd County, VA HUD Metro FMR Area",Floyd County,63600,61600,60600,59800
16885,VA,"Charlottesville, VA HUD Metro FMR Area",Fluvanna County,93700,93900,89400,89600
16886,VA,"Franklin County, VA HUD Metro FMR Area",Franklin County,67000,67200,63800,59800
16887,VA,"Winchester, VA-WV MSA",Frederick County,81400,83400,73500,71100
16888,VA,"Giles County, VA HUD Metro FMR Area",Giles County,60200,61000,58700,57200
16889,VA,"Virginia Beach-Norfolk-Newport News, VA-NC HUD Metro FMR Area",Gloucester County,84500,82500,79300,75000
16890,VA,"Richmond, VA MSA",Goochland County,90000,89400,86400,83200
16891,VA,"Grayson County, VA",Grayson County,48100,47900,45600,41600
16892,VA,"Charlottesville, VA HUD Metro FMR Area",Greene County,93700,93900,89400,89600
16893,VA,"Greensville County-Emporia city, VA HUD Nonmetro FMR Area",Greensville County,52200,50400,50200,46500
16894,VA,"Halifax County, VA",Halifax County,60000,58900,55800,51800
16895,VA,"Richmond, VA MSA",Hanover County,90000,89400,86400,83200
16896,VA,"Richmond, VA MSA",Henrico County,90000,89400,86400,83200
16897,VA,"Henry County-Martinsville city, VA HUD Nonmetro FMR Area",Henry County,46100,52300,46300,48000
16898,VA,"Highland County, VA",Highland County,61000,64000,61300,58000
16899,VA,"Virginia Beach-Norfolk-Newport News, VA-NC HUD Metro FMR Area",Isle of Wight County,84500,82500,79300,75000
16900,VA,"Virginia Beach-Norfolk-Newport News, VA-NC HUD Metro FMR Area",James City County,84500,82500,79300,75000
16901,VA,"King and Queen County, VA",King and Queen County,66100,60600,58000,56200
16902,VA,"King George County, VA",King George County,102400,99800,99400,95200
16903,VA,"Richmond, VA MSA",King William County,90000,89400,86400,83200
16904,VA,"Lancaster County, VA",Lancaster County,71900,71600,69900,67800
16905,VA,"Lee County, VA",Lee County,50000,49300,47800,45600
16906,VA,"Washington-Arlington-Alexandria, DC-VA-MD HUD Metro FMR Area",Loudoun County,129000,126000,121300,117200
16907,VA,"Louisa County, VA",Louisa County,74500,74300,71800,71300
16908,VA,"Lunenburg County, VA",Lunenburg County,53000,50200,49000,50300
16909,VA,"Madison County, VA",Madison County,63400,61700,55100,57300
16910,VA,"Virginia Beach-Norfolk-Newport News, VA-NC HUD Metro FMR Area",Mathews County,84500,82500,79300,75000
16911,VA,"Mecklenburg County, VA",Mecklenburg County,57700,58000,54900,51900
16912,VA,"Middlesex County, VA",Middlesex County,68300,64100,63800,66200
16913,VA,"Blacksburg-Christiansburg-Radford, VA HUD Metro FMR Area",Montgomery County,79700,87800,81100,69800
16914,VA,"Charlottesville, VA HUD Metro FMR Area",Nelson County,93700,93900,89400,89600
16915,VA,"Richmond, VA MSA",New Kent County,90000,89400,86400,83200
16916,VA,"Northampton County, VA",Northampton County,60100,58000,56000,52700
16917,VA,"Northumberland County, VA",Northumberland County,70900,69800,68200,65000
16918,VA,"Nottoway County, VA",Nottoway County,57600,50700,58500,55600
16919,VA,"Orange County, VA",Orange County,81900,81600,80200,76000
